name,brewery,percentage,volume
Great Divide,Great Divide Brewing Co,9.5,355
El Hombre Bala,Uvas Felices,14.5,750
Mikkeller,Mikkeller,7.5,473
Amundsen Donut Series,Amundsen Bryggeri AS,6,440
Garage Beer,Garage Beer Co,7,440
Kirsch Russel,Brew York,6.5,440
Corvers Kauter,Dr Corvers - Kauter,12.5,750
Pintto,Basqueland Brewing Company,8,440
Nizza,Frasca,15,750
Nepomucen,Browar Nepomucen Sp. z o.o.,9.7,500
Omnipollo,Omnipollo AB,6,440
Untitled Art Brewing,Untitled Art Brewing,12.3,473
Stielle Gran Selezione,Rocca di Castagnoli,14,750
Gipsy Hill,Gipsy Hill Brewing Company Ltd,5.4,440
Bodegas Zarate,Bodegas Zarate,12.5,750
Talisker,Talisker,55.1,700
Westward Single Malt,Collection Spirits,45,700
Northern Monk,Northern Monk Brew Co,10,440
AleSmith Brewing Company,AleSmith Brewing Company,6,355
Domäne Wachau,Domäne Wachau,13.5,750
Le Clos d'un Jour,Le Clos d'un Jour,15,750
Gomariz X,Coto de Gomariz,13.5,750
La Oveja,Bodega Santa Julia,13.5,750
Von Buhl,Reichsrat von Buhl,12.5,750
Mendel Cabernet Sauvignon,Mendel Wines,14.5,750
Pegasus Bay,Pegasus Bay,12.5,750
L’Archetipo,L’Archetipo,12,750
Llopart Panoramic,Llopart,11.5,750
Serral del Vell,Recaredo Mata Casanovas,12.5,750
Gustave Lorentz,Gustave Lorentz,13.5,750
Joseph Drouhin,Joseph Drouhin,14,750
District 7,Scheid Family Wines,13,750
Tullibardine,Tullibardine Distillery,46,700
Alpamanta Breva,Alpamanta Estate Wines,12,750
Nik Weis St.Urbanshof,Weingut Nik Weis -St.Urbanshof,7.5,750
Gloria,Ver Sacrum,12.5,750
Teeling Wonders of Wood,Teeling Whiskey Company,50,700
Oban,Oban,43,700
Trapiche,Bodegas Trapiche,12,750
Yalumba Antique,Yalumba,17.5,375
Peter Jakob Kühn,Weingut Peter Jakob Kühn,13,750
Nik Weis,Weingut Nik Weis -St.Urbanshof,12,750
Milan Nestarec,Milan Nestarec,13,750
Wetzer,Wetzer,13.5,750
Duchesse de Bourgogne,Brouwerij Verhaeghe Vichte,6.2,250
La Perlara Recioto di Soave,Ca'Rugate,13.5,500
1583 Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,12.5,750
Chassagne-Montrachet Premier Cru,Philippe Colin,13.5,750
Tegernseerhof,Weingut Tegernseerhof,13.5,750
Swick,Swick Wines,13.5,750
Château Jean Faux,Provin,14,750
Pieces de Moulins,Domaine Haut Baigneux,12.5,750
Viña Tondonia,R López de Heredia Viña Tondonia,13,375
Doubles Rum Cask,High Coast Distillery,50.9,500
Artadi,Bodegas y Viñedos Artadi,14.5,750
Nikka Yoichi,The Nikka Whisky Distilling Co,45,700
Ratti Barolo Marcenasco,SOC. AGR. RATTI,14,750
San Vito,Valli unite Soc. Coop. Agr,15.5,750
Qvevris Mze,Twins Wine House in Napareuli Ltd,12,750
Tegernseerhof,Weingut Tegernseerhof,13,750
Benoit Cantin,Domaine Benoit Cantin,13,750
High Coast,High Coast Distillery,51.1,500
Nikka,The Nikka Whisky Distilling Co,45,700
Spirit of Hven,Backafallsbyn AB, Spirit of Hven,40.9,500
Matthiasson,Matthiasson Family Vineyards,13,750
Charles Heidsieck,Champagne Charles Heidsieck,12,750
Grauburgunder,Wagner Stempel,12,750
Domaine Dupont,Domaine Familial Louis Dupont,5,750
Justino's Madeira Malvasia,Justino's Madeira Wines,19,750
Bründlmayer,Weingut Bründlmayer,12.5,750
Barco del Corneta,Barco del Corneta,13.5,750
Château Peybonhomme-les-Tours,Vignobles Bossuet-Hubert,13.5,750
Omnipollo,Omnipollo AB,12.5,330
Terres Dorées,Terres Dorées,12.5,750
Domaine Dupont,Domaine Familial Louis Dupont,8,750
Blackpitts Big Smoke,Teeling Whiskey Company,56.5,700
Bergskär,IDUNN Norsjö Wine & Co,12,750
Kunin Wines,Kunin Wines,12,750
Ridge Lytton Estate,Ridge Vineyards,14,750
La Riserva,Paltrinieri,11.5,750
Octomore 13.1,CSL Remy Cointreau,59.2,700
Cour-Cheverny,Domaine de Montcy,13,750
Barolo Bussia Cascina Dardi,Alessandro e Gian Natale Fantino,14,750
Gueuzerie Tilquin,Gueuzerie Tilquin SA,8,750
Vallado Tawny Port 10 Years Old,Quinta do Vallado,19.5,500
Lagavulin Distillers Edition,Lagavulin Distillery,43,700
Train Station Brewery,Train Station Brewery,4.5,275
Red Newt Cellars,Red Newt Cellars,12.5,750
Macán,Bodegas Benjamin de Rothschild Vega Sicilia,14,750
Fritz Haag,Weingut Fritz Haag,8,750
Sauvignon Blow,Weingut Lackner-Tinnacher,11.5,750
OVNI,Equipo Navazos,11,750
Groiss Ried Sauberg Tradition,Weingut Ingrid Groiss,13,750
Mâcon-Milly-Lamartine Clos du Four,Domaine Cordier,13.5,750
Wheat Happens, happens Hopfenweizen,Örebro Brygghus,5.6,330
Raventós i Blanc,Raventós i Blanc,12,750
Founders,Founders Brewing Company,11,355
Kloster Eberbach,Kloster Eberbach,12,750
Grawü Grasselli & Würth,Grawü Grasselli & Würth,12.5,750
Op die Berg,De Grendel,13,750
Váradi,Gilvesy Winery,12,750
Barolo,M.Marengo,14.5,750
Gueuzerie Tilquin,Gueuzerie Tilquin SA,8,750
Cerasuolo d'Abruzzo Superiore "Le Cince",De Fermo,12.5,750
Bubbel SoMu,Arilds vingård,11,750
Frankovka,Strekov 1075,13,750
Tilenus,Bodegas Estefania S.L.,14,750
Part Nan Angelen,Magni Spirits AB,46.2,700
Vulkangestein Riesling Trocken,Schäfer-Fröhlich,12.5,750
Teeling,Teeling Whiskey Company,50,700
Longridge,Longridge Winery,13.5,750
Maso Martis,Az. Agr. Biologica Maso Martis di Antonio Stelzer,12.5,750
Swan Bay,The Scotchmans Hill Group,13,750
Ziereisen Tschuppen,Weingut Ziereisen,13,750
Saumur Blanc Clos David,Domaine Arnaud Lambert,13.5,750
Crozes-Hermitage Blanc,E Guigal,13.5,750
Kyohime Takaumi,Sekaitaka Koyama Honke Shuzo,15,720
BOON VAT,Brouwerij Boon,8,1500
Max Ferd Richter,Weinhandlung Max Ferd richter,7.5,750
Cragganmore,Cragganmore,40,700
Alm,Nevel Wild Ales,5.5,330
Benanti, Benanti Viticoltori,12,750
DSF Collection,Jose Maria da Fonseca,19.5,750
Domaine de la Pirolette,Domaine du Château de la Pirolette,14,750
Maximus,Nicolas Carmarans,11,750
Rådanäs IPA,Rådanäs Bryggeri,6.6,330
Brancaia Rosé,Casa Brancaia,12.5,750
Juliusspital Würzburger Stein,Juliusspital,12.5,750
Distillerie Moutard,Distillerie de Moutard,45,500
Château Nadal-Hainaut,Château Nadal-Hainaut,17,500
Pomologik,Pomologik,3.5,750
Bröder,Brekeriet Beer,6,375
Glenkinchie,Glenkinchie,43,700
Niepoort Bioma Crusted Port,Niepoort Vinhos,19.5,750
Huber,Weingut Markus Huber GmbH & Co KG,13,750
Grande Cuvee,Domaine de l'Hortus,14,750
Dailuaine,Dailuiaine,43,700
Arinto dos Açores,Azores Wine Company,12.5,750
Chianti Classico Nuovo,Fattoria Poggerino,14.5,750
Pierre Dupond,Pierre Dupond,14,750
H & H Madeira,Henriques & Henriques,20,750
Glenmorangie,Glenmorangie,46,700
Valbuena 5º,Vega Sicilia,14.5,750
Piesporter Goldtröpfchen,Weingut Dr. Hermann,7.5,750
Cidrerie du Vulcain,Cidrerie du Vulcain,3.5,750
Goliardo Caiño,Bodegas Forjas del Salnes,12,750
Roberto Rondelli,Roberto Rondelli,12.5,750
Jakob Schneider,Weingut Jakob Schneider,12.5,750
Raúl Pérez,Bodegas Y Vinedos Raúl Pérez,13.5,750
Dwaal,Nevel Wild Ales,5.5,330
Auchroisk,Auchroisk Distillery,43,700
Trebbiolo,Azienda Vitivinicola La Stoppa di Elena Pantaleoni,12.5,750
Artemis Cabernet Sauvignon,Stag's Leap Wine Cellars,15,750
Val delle Corti,Val delle Corti,13.5,750
Fontanafredda,Fontanafredda,14,750
Les Grands Chênes,Domiane Cathrine et Michel Langlois,14,750
Valtellina Superiore,Azienda Agricola Menegola Walter,14,750
Othello,Dominus Estate,14.5,750
Moric,Weingut Moric,13,750
Cà Morei,Sandro Fay,13.5,750
Glen Scotia,Loch Lomond,53.3,700
Gérard Bertrand,Gérard Bertrand,14.5,750
Casa Emma,Casa Emma,14,750
Expérimental de Christian Drouin,Christian Drouin,42,700
Benanti, Benanti Viticoltori,13.5,750
Aloxe Corton Premier Cru,Antonin Guyon,14,750
Les Laquets,Domaine Cosse & Maisonneuve,14.5,750
Hey Malbec,Matias Riccitelli,14,750
Lagavulin 12 YO,Lagavulin Distillery,57.3,700
Peter Lauer,Weingut Peter Lauer,9.5,750
Coupage,Mariatorgets Mikrobryggeri,6,375
Michele Chiarlo Rovereto,Michele Chiarlo,13,750
Assyrtiko by Gaia,Gaia,14,750
Max Ferd Richter,Max Ferd Richter,7.5,750
Deutz,Champagne Deutz,12,750
Barriccato,Fattoria La Vialla di Gianni,14,750
La Comune,Poderi Cellario,14,750
Bourgueil,Domaine Catherine et Pierre Breton,13,750
Expérimental de Christian Drouin,Christian Drouin,42,700
Yomatari,Domaine Ligas,12.5,750
Cullen Wines,Cullen Wines,12.8,750
Amayna,Viña Garcés Silva,14,750
Rall,Rall Wines,13,750
Panizzi,Panizzi,13.5,750
Founders KBS,Founders Brewing Company,12,355
Waterford Single Farm Origin,Waterford Distillery,50,700
Barta,Barta Pince / Barta Winery,13,750
Lervig,Lervig Aktiebryggeri,15,750
Bötet,Nynäshamns Ångbryggeri,12,250
De Dochter van de Korenaar,De Dochter van de Korenaar,11,330
Westland,CSL Remy Cointreau,46,700
Spirit of Hven,Backafallsbyn,47.1,500
Mosgaard,Mosgaard Whisky,48.2,500
Château Haut-Bergey,Château Haut-Bergey,13,750
Chinon Clos de la Dioterie,Charles Joguet,13.5,750
Peter Lauer,Weingut Peter Lauer,8,750
Juvé & Camps,Juvee & Camps,12,750
Cidre Fermier,Pacory,4,750
Bründlmayer,Weingut Bründlmayer,12.5,750
J.Bouchon,Viña Bouchon,13,750
Casa Bauzá Valiente,Casa Bauzá,14,750
Creation,Creation Wines,13.5,750
Paul Jaboulet,Paul Jaboulet Ainé,15,750
Gramona,Gramona,12,750
Királyudvar,Királyudvar,12,750
Domaine Face B,Domaine Face B,11,750
Saint-Joseph Reflet,Francois Villard,13.5,750
Traquair,Traquair House,5,500
919,919 Wines,15.5,500
Westland,CSL Remy Cointreau,46,700
Nerojbleo,Gulfi,13.5,750
Veronica Ortega,Veronica Ortega Camacho,13.5,750
Philipp Kuhn,Philipp Kuhn,12.5,750
Yamagata,Mitobe Sake Brewery,15,720
La Grange aux Belles,La Grange aux Belles,13.5,750
William Fèvre,Domaine William Fèvre,13,750
Mezcal Curro,Envasadora Rago,40,700
Halmstad Series,Krönleins,4.5,330
Gusbourne,Gusbourne Estate Ltd,12,750
Sugrue,Sugrue Pierre,12,750
Paraje de Riofrío Alto,Alvear,13.5,750
Château Chasse-Spleen,Château Chasse-Spleen,13,750
Quetsches Alors,Achillee,5.5,750
Sparkling Sake Janpan,Kaba Shuzojo,11,360
Cidre du Perche,Château du Tertre,5,750
HIPPING,WG Kühling-Gillot,12.5,750
Ringneck,Brau Brothers Brewing Co.,6.5,355
Erba Salata,Colle Florido,13,750
Raúl Pérez,Bodegas Y Vinedos Raúl Pérez,13.5,750
Chablis,Domaine de l'Enclos,13,750
Château Yvonne,Château Yvonne,14,750
Château du Breuil,Château du Breuil,45.4,700
Ried Welles,Weingut Lackner-Tinnacher,13,750
Pacina,Pacina,13.5,750
Brancaia,Casa Brancaia,14.5,750
Barolo di Serralunga,Luigi Pira,14,750
Le Grand Rochoy,Maison Laporte,13,750
Pernand-Vergelesses,Clos du Moulin aux Moines,13,750
Oude Airelle Sauvage,Gueuzerie Tilquin SA,6.5,750
Barda,Bodega Chacra,12.5,750
Crozes Hermitage,Alain Graillot,13,750
Octomore 10.4,CSL Remy Cointreau,63.5,700
Riesling Trocken,Weingut Katharina Wechsler,12,750
Norrtelje Brenneri,Norrtelje Brenneri,44,500
Amzer Zo,Cidrerie de l'Apothicaire,5,750
High Coast,High Coast Distillery,51,500
Coriole,Coriole Vineyards,13.3,750
Barolo,Giacomo Grimaldi di Grimaldi Ferruccio,15,750
Penfolds,Penfolds,12.5,750
Mas la Plana,Miguel Torres,14.5,750
Les Mémoires,Domaine des Roches Neuves,13.5,750
The Flood,Swick Wines,12.5,750
Cocagne,Le Fief Noir,12,750
Wohlmuth Ried Steinriegl,WG Wohlmuth,13,750
Munjebel,Azienda Agricola Frank Cornelissen,14,750
Sandhi,Sandhi Wines,12.8,750
Catena Alta,Bodega Catena Zapata,13.5,750
Pomologik,Pomologik,6.9,750
Château La Grâce Fonrazade,None,14,750
Exton Park,Exton Park,11.5,750
Wittmann,Weingut Wittmann,12.5,750
Agusti Torello,Agusti Torello,12,750
Monteraponi Chianti Classico,Monteraponi,13.5,750
Vinha Pan,Luis Pato,13,750
Lambert,Luke Lambert,13.5,750
Longview,Longview Vineyards,13,750
Vinyes de Can Sala,Agricola Casa Sala S.A,12.5,750
Heymann-Löwenstein,Heymann-Löwenstein,12.5,750
Gut Oggau,Gut Oggau,12,750
Grönstedts,Galatea AB,40,500
Eperosa,Eperosa,13.2,750
Pinot Gris Clos Windsbuhl Vendange Tardive,Domaine Zind-Humbrecht,13,750
Cerro Basalto,Koyle Family Vineyards,14.5,750
Larmandier-Bernier,Larmandier-Bernier,12.5,750
Oude Pinot Noir,Gueuzerie Tilquin SA,8,750
Fattoria Poggerino,Fattoria Poggerino,13.5,750
Clonakilla,Clonakilla,13,750
Fürst,Weingut Rudolf Fürst,13,750
Barolo Perno Riserva,Cascina Disa - Elio Sandri,14,750
Tamnavulin,Morrison Scotch Whisky Distillers Ltd,47.5,700
Raúl Pérez,Bodegas Y Vinedos Raúl Pérez,13.5,750
Cinque terre,TERENZUOLA DI IVAN GIULIANI,13,750
Sandhi,Sandhi Wines,13,750
Blair Athol,Blair Athol,43,700
La Mantis,Bodega Santa Julia,11.5,750
High Coast,High Coast Distillery,56,500
Susumante,L’Archetipo,12.5,750
Viña Pedrosa Gran Reserva,Bodegas Hnos Pérez Pascuas,14.5,750
Joh. Jos. Prüm Wehlener Sonnenuhr,Joh. Jos. Prüm,8,750
Am Lumpen 1655,Weingut Horst Sauer,13,750
Cullen Wines,Cullen Wines,13.5,750
Alpamanta Breva,Alpamanta Estate Wines,13,750
Grönstedts,Galatea AB,40,500
Heinrich Pinot Noir,Weingut Heinrich,12,750
Taylor's,Taylor's,20,750
Colle Ozio Grechetto,società agricola Leonardo Bussoletti,13,750
Quartz Reef,Quartz Reef,13.5,750
La Grand Piece,Chateau Plaisance,14,750
Taté,Viña Somoza,12.5,750
Tschida,Hans Tschida,8,375
PETTENTHAL,WG Kühling-Gillot,12.5,750
Quinta do Noval,Quinta do Noval-Vinhos, S.A.,19.5,750
Tocca Stelle,Dievole,14,750
Soalheiro,Soalheiro,12.5,750
Picarana,Bodega Marañones,13.5,750
Clos Henri,Clos Henri,13,750
Eyrie Vineyards Estate,Eyrie Vineyards,13,750
Bladnoch,Collection Spirits,46.7,700
Rául Pérez,Bodegas Y Vinedos Raúl Pérez,13.5,750
H&H Madeira,Henriques & Henriques,20,750
Côtes du Rhône Villages,Domaine Sainte Anne,14,750
Paul Jaboulet,Paul Jaboulet Ainé,15,750
Domaine Face B,Domaine Face B,11.5,750
Chablis Premier Cru Fourchaume,Le Domaine d'Henri,13,750
P.S. Garcia,Garcia Mendoza,12.5,750
Gigondas,Domaine Brusset,14.5,750
Siccagno,Arianna Occhipinti,12,750
Nøgne,Nøgne Ø det Kompromisslöse Bryggeri,15.5,330
Barolo Bussia Cascina Dardi Riserva,Alessandro e Gian Natale Fantino,14,750
Schneeeule,Schneeeule Brauerei,5.2,330
Châteauneuf-du-Pape Tradition,Cuvée du Vatican,14.5,750
Paul Jaboulet,Paul Jaboulet Ainé,13.5,750
Siefersheim,Wagner Stempel,12.5,750
G de Château Guiraud,Château Guiraud,13,750
DeAetna,Terra Costantino,13.5,750
Weisser Burgunder,Schäfer-Fröhlich,13,750
Château de Villeneuve,Château de Villeneuve,13,750
Schloss Lieser,Schloss Lieser,7,750
Weingut Dönnhoff,Weingut Dönnhoff,13,750
Weingut Keller,Weingut Keller,12.5,750
Mandolás,Tokaj Oremus,13.5,750
Am Lumpen 1655,Weingut Horst Sauer,13.5,750
Kutch,Kutch Wines,13,750
Antoniolo,Antoniolo,13,750
El Velado,Bodegas Lanzaga - Telmo Rodriguez,14,750
Poiré Biologique,La Ribaude,4.5,750
Munjebel,Azienda Agricola Frank Cornelissen,12.5,750
Alpamanta Breva,Alpamanta Estate Wines,13,750
La Estrada,Bodegas Lanzaga - Telmo Rodriguez,14,750
Château Sainte Marguerite,Château Sainte Marguerite,12.5,750
Las Gravas,Casa Castillo,14.5,750
Curvos Sparkling,Quinta de Curvos,12.5,750
Munjebel Rosso FM,Azienda Agricola Frank Cornelissen,13.5,750
Munjebel,Azienda Agricola Frank Cornelissen,13.5,750
King of Grapes,Stockholm Brewing,8,375
Vigna Ciotti,Roberto Rondelli,12,750
Beaune,Antonin Guyon,13.5,750
Vougeot Premier Cru Le Clos Blanc de Vougeot Monop,Domaine de la Vougeraie,13,750
Nuits-Saint-Georges Premier Cru Les Damodes,Domaine de la Vougeraie,13.5,750
Nuits-St-Georges Premier Cru Clos de Thorey Monopo,Domaine de la Vougeraie,13,750
Les Claux,Domaine Raymond Usseglio & Fils,14,750
Peter Jakob Kühn,Weingut Peter Jakob Kühn,12.5,750
Bernkasteler Lay Auslese**,Weingut Markus Molitor,12,750
Sancerre Monoparcelle 538,Claude Riffault,14,750
Pichler-Krutzler,Weingut Pichler-Krutzler,12.5,750
Prellenkirchen Samt & Seide,Weingut Dorli Muhr,13.5,750
Clos de Vougeot Grand Cru,Domaine de la Vougeraie,13.5,750
Gaja,Gaja,14,750
Brunello di Montalcino Riserva,Col d'Orcia,15,750
Rosso di Montalcino,Pietroso,14.5,750
Gaja Dagromis,Gaja,14,750
Vouvray Le Peu Morier,Domaine Vincent Careme,14,750
Paul Jaboulet,Paul Jaboulet Ainé,15,750
Cavallotto,Cavallotto,14,750
Magma Rosso,Azienda Agricola Frank Cornelissen,14,750
Alheit,Alheit Vineyards,13,750
Catena Alta,Bodega Catena Zapata,13.5,750
La Fleur VivaltuS,Yllera,14.5,750
Ripa,José Luis Ripa Sáenz de Navarrete,13.5,750
Brouwerij Huyghe,Brouwerij Huyghe,11.5,750
Thalarn Syrah,Castell D'Encus,13,750
Integro,Azienda Agricola Chiusa Grande di Franco d'Eusanio,12,750
Barta Tokaji Furmint,Mád Király Dulo Kft.,12.5,750
Quartz Reef,Quartz Reef,13.5,750
Grawü GT.O.,Grawü Grasselli & Würth,12.5,750
Lambrusco di Sorbara,Poderi Fiorini Soc. Agric. S.s.,11,750
Wieninger Gemischter Satz,Weingut Wieninger,14.5,750
Chat Sauvage,Weingut Chat Sauvage / Schulz & Schöttle,13,750
Cidre Brut du Patron,Le Coq Toqué,5,750
AUS,Alta Alella,11.5,750
La Cerisaie,Domaine de la Bergerie,12.5,750
Raventós i Blanc,Raventós i Blanc,12,750
Château d'Aiguilhe,Château d'Aiguilhe,13,750
Château de Béru,Château de Béru,13.5,750
Tamdhu,Gordon & MacPhail,64.8,700
Fritz Haag,Weingut Fritz Haag,7.5,750
Revival País,Garage Wine Co. / Vitivinicola Two Winters Ltda,13,750
Oremus,Tokaj Oremus,12,500
Chignin 1er Récoltant,Claude Quenard & Fils,11.5,750
Weingut Karl May,Weingut Karl May,12.5,750
Artadi,Bodegas y Viñedos Artadi,14.5,750
Valdaya Mirum,De Haan Altés,14.5,750
Barolo,Azienda Agricola Roberto Voerzio,14,750
Stockholm Brewing,Stockholm Brewing,5.6,375
La Estrada,Bodegas Lanzaga - Telmo Rodriguez,14,750
Wassmann,Wassmann Pince BT,13,750
La Chouette,France Cidre Export SARL FRANCE,4.5,750
Cerro la Isa Blanco,Bodegas Juan Carlos Sancha, S.L.,13.5,750
La Estrecha Bobal,Bodegas y Viñedos Ponce,13,750
Cerro la isa,Bodegas Juan Carlos Sancha, S.L.,14.5,750
Bründlmayer,Weingut Bründlmayer,12,750
Dominio del Aguila,Dominio del Aguila,14.5,750
Mas Martinet,Mas Martinet,13.5,750
Rings,Weingut Rings,13,750
Le Pavillon,M.Chapoutier,14.5,750
Fonseca 20 Years,Fonseca Guimaraens,20,750
Zundert,Trappistenbrouwerij De Kievit,10,330
Gramona Imperial,Cava Gramona sa,12,750
Dominio del Aguila,Dominio del Aguila,14,1500
Dominio del Aguila,Dominio del Aguila,14.5,750
Kamikawa,Kamikawataisetsu,16,720
Krug,Krug,12.5,750
Expérimental de Christian Drouin,Christian Drouin,42,700
Duckhorn,Duckhorn Wine Company,14.5,750
Battenfeld Spanier,Battenfeld Spanier,12.5,750
Monteraponi,Monteraponi,13,750
Quintessence Rouge,Château Pesquié - Famille Chaudière,15.5,750
Quintessence de Peybonhomme,Vignobles Bossuet-Hubert,14,750
Cirillo Estate,Cirillo Estate Wines,14,750
Cavallotto,Cavallotto,13.5,750
Cavallotto,Cavallotto,14.5,750
Achaval-Ferrer,Achaval-Ferrer,15,750
Cavallotto,Cavallotto,14.5,750
Domaine de Baal,Domaine de Baal,15,750
Saint-Joseph Les Granits,M.Chapoutier,14,750
Castello di Verduno,Castello di Verduno,14,750
Régnié,Julien Sunier,12,750
Clos de Los Siete,Clos de los Siete,14.5,1500
Vino Volta,Wine Terroirists,12,750
Kavalan Vinho Barrique,King Car Food Industrial Co,57.1,700
Barolo Via Nuova,E. Pira & Figli Chiara Boschis,14,750
Domaine Dupont,Domaine Familial Louis Dupont,8.5,750
Condrieu,Domaine Georges Vernay,14.5,750
Château Canon-la-Gaffelière,Château Canon La Gaffelière,14.5,750
Montlouis sur Loire,Les Terres Turones,13,750
Casa Castillo,Casa Castillo,14.5,750
Château de Fieuzal,Château de Fieuzal,13,750
Montemagro,Muni Daniele Piccinin,12.5,750
Vinyes Velles,Ferrer Bobet,14.5,750
Schram's Mead,Schramm's Mead,14,375
Casa Noble Reposado,Constellation Brands Spirits Trading,40,700
Ciavolich Fosso Cancelli,Ciavolich Azienda Agricola,12.5,750
Selbach-Oster,Weingut Selbach-Oster,12.5,750
High Coast,High Coast Distillery,51,500
Amontillado,Equipo Navazos,18.5,750
Foradori,Foradori,12.5,750
Graham's,Graham's,19,750
Sotnya,Brewlok Brewery,8.6,500
Cardhu,Cardhu Distillery,55.5,700
Dalmau,Marques de Murrieta,14.5,750
Ancnoc,Inver House Distillers,60.7,700
Reynvaan Estate,Reynvaan Family Vineyards,13,750
Poiré,Eric Bordelet,5,1500
Elijah Craig,Heaven Hill,60.5,700
Viña Tondonia,R López de Heredia Viña Tondonia,13,1500
Brunello di Montalcino Vigna di Pianrosso,Ciacci Piccolomini,15,750
Domaine Graeme & Julie Bott,Domaine Graeme & Julie Bott,13.5,750
Benevelli,Benevelli Piero,14.5,750
Penfolds Reserve,Penfolds,12.5,750
Penfolds Yattarna,Penfolds,12.5,750
Schloss Gobelsburg,Schloss Gobelsburg,12,1500
Stella Bella Chardonnay,Stella Bella Wines,13,750
Bosquet des Papes,Bosquet des Papes,15,750
Kershaw,Richard Kershaw Wines,13.5,750
Barolo,Azelia,14.5,750
Oud Beersel Brewery,Oud Beersel Brewery,7.2,750
Offshoot,Hunter's Wines,13,750
Badenhorst Family Wines,Badenhorst Family Wines,13.5,750
Silver Oak,Silver Oak Cellars,14.5,750
El Esteco,El Esteco,13.5,750
Josefinelust,Kullabergs Vingård,12.5,750
Grignolino d'Asti,Frasca,13.5,750
Torre Muga,Bodegas Muga,14.5,750
Quinta de Santiago,Quinta de Santiago,13,750
Château de la Terrière,Château de la Terrière,14.5,750
Cavallotto,Cavallotto,14,1500
Gigondas,Domaine Saint Damien,15,750
Benanti, Benanti Viticoltori,12.5,750
Concreto,Familia Zuccardi,14,750
Piroska,JOISEPH Natur Weingut,12,750
Erdener Treppchen,Weingut Markus Molitor,7.5,750
Quinta do Noval,Quinta do Noval,19.5,750
Viore Rosado,Bodegas Riojanas Grupo,14,750
Ziereisen Schmätterling,Weingut Ziereisen,11,750
El Paraguas Atlántico,Bodegas El Paraguas,13,750
Mailly,Francis Boulard,12,750
Ronchi di Cialla,Az. Agr. Ronchi di Cialla,12,750
Weingut Dönnhoff,Weingut Dönnhoff,13,750
Keller,Weingut Keller,11.5,750
Château Rieussec,Château Rieussec,14,750
Kutch,Kutch Wines,13,750
Kutch,Kutch Wines,13,750
Benanti, Benanti Viticoltori,14,750
Duckhorn,Duckhorn Wine Company,14.5,750
Cosentino,Massimo Lentsch,13,750
Sister Isles,The Haciendas Company,58,700
Barolo del Comune di La Morra,Roberto Voerzio,14,750
Mullineux,Mullineux & Leeu Family Wines,13.5,750
Pancrudo,Gomez Cruzado,15,750
Barolo,Benevelli Piero,14.5,750
Madeira Verdelho 20 Years Old,Henriques & Henriques,20,750
Juliusspital Würzburger,Juliusspital Weingut Würzburg,13.5,750
Church Road,Church Road Winery Ltd,14,750
Zeltinger Sonnenuhr Trockenbeerenauslese,Weingut Markus Molitor,6.5,375
Brunello di Montalcino,Voliero,14.5,750
Suzzane,Oxer Wines,14.5,750
Brunello Di Montalcino,Pietroso,14.5,750
Ministry of Clouds,Ministry of Clouds,13.3,750
Contrada Monte Serra,Benanti Viticoltori Srl,13.5,750
Duo 1,Flyinge Vingård,14.5,750
Barolo Le Coste Riserva,Giacomo Grimaldi di Grimaldi Ferruccio,15,750
Prado Enea,Bodegas Muga,14.5,750
Henriot,Henriot,12,750
